"subcluster"	"genotype"	"cluster_corrected"	"cluster"
"MPNAML21PL93_19L"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_19P"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1C"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1F"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1I"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1K"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_1L"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23E"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23I"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23K"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23L"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23N"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23O"	"patient.1.2.2.2"	"preleukemic"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_23P"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3A"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3E"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3I"	"patient.1.2.2.2"	"preleukemic"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3J"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3L"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3M"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3N"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_3O"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5C"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5E"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5I"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_5J"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_7F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_7H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_7N"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_9B"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_9F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL93_9M"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_11C"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_11D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_11G"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_11O"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_11P"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_13C"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_13I"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_13J"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_13M"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_13P"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_15E"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_15H"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_15I"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_15M"	"patient.1.2.2.2"	"preleukemic"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_15P"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19D"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19E"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19I"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19J"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19L"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19O"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_19P"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1B"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1C"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1I"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1J"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1K"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1O"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_1P"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_21D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_21E"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_21F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_21G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_21H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_23D"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_23G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_23I"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_23K"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_23L"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_23N"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_3C"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_3D"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_3J"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_3K"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_3O"	"patient.1.2.2.2"	"preleukemic"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5B"	"patient.1.2.2.2"	"preleukemic"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5D"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5G"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5I"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5J"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5M"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_5P"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_7A"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_7F"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_7H"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_7I"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_7O"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9A"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9B"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9D"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9F"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9H"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9J"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9K"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9N"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9O"	"patient.1.2.2.2"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.2"
"MPNAML21PL94_9P"	"patient.1.2.2.2"	NA	"cluster2"	"patient.1.2.2.2"
"MPNAML13PL58_23I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL58_13M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL59_19M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL59_23A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL59_23C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL59_3C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL60_23C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL60_23K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL60_5D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL60_9G"	"patient.1.2.2.1"	"preleukemic"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_19F"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_19G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_21G"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_3C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_3F"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_5G"	"patient.1.2.2.1"	"preleukemic"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_7J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_7O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_9E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL61_9K"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML13PL70_23O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_11C"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_13J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_15L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_17L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_19C"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_19H"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_19N"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_21B"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_21F"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_21H"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_23K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_3A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_3B"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_3C"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_5E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_5O"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_7B"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_7C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL90_9A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL92_11E"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL92_15A"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL92_15L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL92_17D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL92_17O"	"patient.1.2.2.1"	"preleukemic"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_11D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_11E"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_11I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_11J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_11L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_11P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_13K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_13P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_15L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_15N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_15P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_19C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_19E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_19M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_19N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_19O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_3B"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_3C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_3G"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_3K"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_3P"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_5B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_5K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_5M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_5N"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_5O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_5P"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7B"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7D"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_7P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_9J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_9K"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_9O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL93_9P"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11H"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11M"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_11N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_13L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_13O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_15K"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_15L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_15N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_15O"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_19K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_19N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_1L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_1M"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_1N"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_21K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_21L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_21N"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_21O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_21P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_23O"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3A"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3G"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3I"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3L"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3N"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_3P"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_5C"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_5E"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_5F"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_5H"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_5L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_5N"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7B"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7D"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7E"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7G"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7J"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7K"	"patient.1.2.2.1"	"TP53_multihit_HOM"	"cluster2"	"patient.1.2.2.1"
"MPNAML21PL94_7L"	"patient.1.2.2.1"	NA	"cluster2"	"patient.1.2.2.1"
